"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"New Zealand";"2001";"Total";"Other";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8085";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4104";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3066";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"33486";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"24444";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"705";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"849";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3627";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2205";"2"
"New Zealand";"2001";"Total";"Other";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1659";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"35070";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"23625";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"507";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3165";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4458";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1899";"2"
"New Zealand";"2001";"Total";"Other";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1410";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"27810";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1473";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1368";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"285";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"354";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"267";"2"
"New Zealand";"2001";"Total";"Unknown";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"24066";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"13185";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"525";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"708";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"57";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"117";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"90";"2"
"New Zealand";"2001";"Total";"Unknown";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"11685";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"14628";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"948";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"660";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"228";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"237";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"177";"2"
"New Zealand";"2001";"Total";"Unknown";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"12381";"2"
"Norway";"2011";"Total";"Total";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2224151";""
"Norway";"2011";"Total";"Total";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"742724";""
"Norway";"2011";"Total";"Total";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"882976";""
"Norway";"2011";"Total";"Total";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"222374";""
"Norway";"2011";"Total";"Total";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"321474";""
"Norway";"2011";"Total";"Total";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"54602";""
"Norway";"2011";"Total";"Total";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1367440";""
"Norway";"2011";"Total";"Total";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"454922";""
"Norway";"2011";"Total";"Total";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"692445";""
"Norway";"2011";"Total";"Total";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"45287";""
"Norway";"2011";"Total";"Total";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"146686";""
"Norway";"2011";"Total";"Total";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"28099";""
"Norway";"2011";"Total";"Total";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"856711";""
"Norway";"2011";"Total";"Total";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"287802";""
"Norway";"2011";"Total";"Total";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"190531";""
"Norway";"2011";"Total";"Total";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"177087";""
"Norway";"2011";"Total";"Total";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"174788";""
"Norway";"2011";"Total";"Total";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"26503";""
"Norway";"2011";"Total";"One-person household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"880340";""
"Norway";"2011";"Total";"One-person household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"457692";""
"Norway";"2011";"Total";"One-person household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"35997";""
"Norway";"2011";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"184132";""
"Norway";"2011";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"177793";""
"Norway";"2011";"Total";"One-person household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"24726";""
"Norway";"2011";"Total";"One-person household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"445607";""
"Norway";"2011";"Total";"One-person household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"283752";""
"Norway";"2011";"Total";"One-person household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"26563";""
"Norway";"2011";"Total";"One-person household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"35554";""
"Norway";"2011";"Total";"One-person household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"84264";""
"Norway";"2011";"Total";"One-person household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"15474";""
"Norway";"2011";"Total";"One-person household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"434733";""
"Norway";"2011";"Total";"One-person household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"173940";""
"Norway";"2011";"Total";"One-person household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"9434";""
"Norway";"2011";"Total";"One-person household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"148578";""
"Norway";"2011";"Total";"One-person household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"93529";""
"Norway";"2011";"Total";"One-person household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"9252";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1264931";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"266112";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"816891";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"25008";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"129785";""
"Norway";"2011";"Total";"Nuclear household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"27135";""
"Norway";"2011";"Total";"Nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"875572";""
"Norway";"2011";"Total";"Nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"159493";""
